Variable;Valeur
GVL_Troubleshooting.CycleSemiAuto.Idx108_AbortCycleRequest;FALSE
GVL_Troubleshooting.CycleSemiAuto.Idx201_Ready;FALSE
GVL_Troubleshooting.CycleSemiAuto.Idx202_Busy;FALSE
GVL_Troubleshooting.CycleSemiAuto.Idx203_Done;FALSE
GVL_Troubleshooting.CycleSemiAuto.Idx204_Error;FALSE
GVL_Troubleshooting.CycleSemiAuto.Idx205_ErrorId;WORD#0
GVL_Troubleshooting.CycleSemiAuto.Idx206_Step;E_CycleStep.X0_PREPARATION
GVL_Troubleshooting.CycleSemiAuto.Idx208_StepAtError;E_CycleStep.X0_PREPARATION
GVL_Troubleshooting.CycleSemiAuto.Idx209_WaitingForOperator;FALSE
GVL_Troubleshooting.CycleSemiAuto.Idx210_WaitingForProcess;FALSE
GVL_Troubleshooting.CycleSemiAuto.Idx211_OperatorActionId;WORD#0
GVL_Troubleshooting.CycleSemiAuto.Idx213_ExpectedAxis;E_OperatorAxis.NONE
GVL_Troubleshooting.CycleSemiAuto.Idx214_ExpectedDirection;INT#0
GVL_Troubleshooting.CycleSemiAuto.Idx215_WaitingResume;FALSE
GVL_Troubleshooting.CycleSemiAuto.Idx216_PausedState;E_CycleStep.X0_PREPARATION
GVL_Troubleshooting.CycleSemiAuto.Idx301_TargetPosition;INT#0
GVL_Troubleshooting.CycleSemiAuto.Idx302_TargetDepth_M;REAL#-12.5
GVL_Troubleshooting.CycleSemiAuto.Idx303_KoboldBottomTouch;FALSE
GVL_Troubleshooting.CycleSemiAuto.Idx304_SpeedMismatchActive;FALSE
GVL_Troubleshooting.CycleSemiAuto.Idx305_LimitLegalReached;FALSE
GVL_Troubleshooting.CycleSemiAuto.Idx306_WinchSyncError;FALSE
GVL_Troubleshooting.HomingM1.Step1_ModeAuthorized;FALSE
GVL_Troubleshooting.HomingM1.Step2_WinchSelected;TRUE
