nom,tier,nature,type,bloc,fichier,ligne,pou,nb_references,lignes_ecriture,premier_ecrit_true,reference_dans_bandeau,reference_dans_PRG_07,nom_cite_dans_agregation_anyfault,nom_cite_dans_gardes_bandeau,texte_cause_associe,trace_mecanique
WarningsIn,T1(brief),AUTRE,UINT,STRUCT,CODE/E_CODEURS/_TYPES/ST_fbEncoder_HwIn.st,19,,7,CODE/E_CODEURS/FB_Encoder.st:122 ; CODE/M_MAIN/PRG_02_Acquisition.st:599 ; CODE/M_MAIN/PRG_02_Acquisition.st:654,,,,non,non,non,ecrit (jamais TRUE litteral) en CODE/E_CODEURS/FB_Encoder.st:122
HomingFault,T1(brief),BRIQUE_ST_FAULT,ST_Fault,STRUCT,CODE/E_CODEURS/_TYPES/ST_fbEncoder_Measurement.st,26,,10,CODE/E_CODEURS/FB_Encoder.st:202,,,,non,non,non,"brique ST_Fault : porteuse d'un bitfield, voir lignes de causes"
AbsFault,T1(brief),BRIQUE_ST_FAULT,ST_Fault,STRUCT,CODE/E_CODEURS/_TYPES/ST_fbEncoder_Measurement.st,28,,8,CODE/E_CODEURS/FB_Encoder.st:204,,,,non,non,non,"brique ST_Fault : porteuse d'un bitfield, voir lignes de causes"
Fault,T1(brief),BRIQUE_ST_FAULT,ST_Fault,VAR_OUTPUT,CODE/E_CODEURS/FB_Encoder.st,54,FB_Encoder,254,CODE/A_COMMUN/FB_Brake.st:85 ; CODE/A_COMMUN/FB_Brake.st:131 ; CODE/B_AU_SECURITE/FB_Safety_EmergencyManagement.st:502 ; CODE/D_JOYSTICK/FB_Joystick.st:148 ; CODE/E_CODEURS/FB_Encoder.st:110 ; CODE/E_CODEURS/FB_Encoder.st:235,,,CODE/M_MAIN/PRG_07_Supervision.st:583 ; CODE/M_MAIN/PRG_07_Supervision.st:588 ; CODE/M_MAIN/PRG_07_Supervision.st:627 ; CODE/M_MAIN/PRG_07_Supervision.st:628,oui,non,non,"brique ST_Fault : porteuse d'un bitfield, voir lignes de causes"
EncoderFault,T1(brief),SORTIE_BOOL_PRODUCTEUR,BOOL,VAR_OUTPUT,CODE/E_CODEURS/FB_Encoder.st,65,FB_Encoder,16,CODE/E_CODEURS/FB_Encoder.st:94 ; CODE/E_CODEURS/FB_Encoder.st:215 ; CODE/E_CODEURS/FB_EncoderReliability.st:30 ; CODE/M_MAIN/PRG_02_Acquisition.st:639 ; CODE/M_MAIN/PRG_02_Acquisition.st:694,CODE/E_CODEURS/FB_Encoder.st:94,,,non,non,non,ecrit TRUE en CODE/E_CODEURS/FB_Encoder.st:94
instFault,T1(brief),AUTRE,FB_FaultCore,VAR,CODE/E_CODEURS/FB_Encoder.st,77,FB_Encoder,63,,,,,non,non,non,seulement lu (CODE/A_COMMUN/FB_Brake.st:49)
EncoderFault,T1(brief),AUTRE,= TRUE,?,CODE/E_CODEURS/FB_Encoder.st,94,FB_Encoder,16,CODE/E_CODEURS/FB_Encoder.st:94 ; CODE/E_CODEURS/FB_Encoder.st:215 ; CODE/E_CODEURS/FB_EncoderReliability.st:30 ; CODE/M_MAIN/PRG_02_Acquisition.st:639 ; CODE/M_MAIN/PRG_02_Acquisition.st:694,CODE/E_CODEURS/FB_Encoder.st:94,,,non,non,non,ecrit TRUE en CODE/E_CODEURS/FB_Encoder.st:94
Fault,T1(brief),AUTRE,= instFault.Fault,?,CODE/E_CODEURS/FB_Encoder.st,110,FB_Encoder,254,CODE/A_COMMUN/FB_Brake.st:85 ; CODE/A_COMMUN/FB_Brake.st:131 ; CODE/B_AU_SECURITE/FB_Safety_EmergencyManagement.st:502 ; CODE/D_JOYSTICK/FB_Joystick.st:148 ; CODE/E_CODEURS/FB_Encoder.st:110 ; CODE/E_CODEURS/FB_Encoder.st:235,,,CODE/M_MAIN/PRG_07_Supervision.st:583 ; CODE/M_MAIN/PRG_07_Supervision.st:588 ; CODE/M_MAIN/PRG_07_Supervision.st:627 ; CODE/M_MAIN/PRG_07_Supervision.st:628,oui,non,non,ecrit (jamais TRUE litteral) en CODE/A_COMMUN/FB_Brake.st:85
EncoderFault,T1(brief),AUTRE,= instRel.EncoderFault,?,CODE/E_CODEURS/FB_Encoder.st,215,FB_Encoder,16,CODE/E_CODEURS/FB_Encoder.st:94 ; CODE/E_CODEURS/FB_Encoder.st:215 ; CODE/E_CODEURS/FB_EncoderReliability.st:30 ; CODE/M_MAIN/PRG_02_Acquisition.st:639 ; CODE/M_MAIN/PRG_02_Acquisition.st:694,CODE/E_CODEURS/FB_Encoder.st:94,,,non,non,non,ecrit TRUE en CODE/E_CODEURS/FB_Encoder.st:94
Fault,T1(brief),AUTRE,= instFault.Fault,?,CODE/E_CODEURS/FB_Encoder.st,235,FB_Encoder,254,CODE/A_COMMUN/FB_Brake.st:85 ; CODE/A_COMMUN/FB_Brake.st:131 ; CODE/B_AU_SECURITE/FB_Safety_EmergencyManagement.st:502 ; CODE/D_JOYSTICK/FB_Joystick.st:148 ; CODE/E_CODEURS/FB_Encoder.st:110 ; CODE/E_CODEURS/FB_Encoder.st:235,,,CODE/M_MAIN/PRG_07_Supervision.st:583 ; CODE/M_MAIN/PRG_07_Supervision.st:588 ; CODE/M_MAIN/PRG_07_Supervision.st:627 ; CODE/M_MAIN/PRG_07_Supervision.st:628,oui,non,non,ecrit (jamais TRUE litteral) en CODE/A_COMMUN/FB_Brake.st:85
AlarmsIn,T1(brief),AUTRE,UINT,VAR_INPUT,CODE/E_CODEURS/FB_Encoder_Abs.st,21,FB_Encoder_Abs,8,CODE/E_CODEURS/FB_Encoder.st:121 ; CODE/M_MAIN/PRG_02_Acquisition.st:598 ; CODE/M_MAIN/PRG_02_Acquisition.st:653,,,,non,non,non,ecrit (jamais TRUE litteral) en CODE/E_CODEURS/FB_Encoder.st:121
WarningsIn,T1(brief),AUTRE,UINT,VAR_INPUT,CODE/E_CODEURS/FB_Encoder_Abs.st,22,FB_Encoder_Abs,7,CODE/E_CODEURS/FB_Encoder.st:122 ; CODE/M_MAIN/PRG_02_Acquisition.st:599 ; CODE/M_MAIN/PRG_02_Acquisition.st:654,,,,non,non,non,ecrit (jamais TRUE litteral) en CODE/E_CODEURS/FB_Encoder.st:122
Fault,T1(brief),BRIQUE_ST_FAULT,ST_Fault,VAR_OUTPUT,CODE/E_CODEURS/FB_Encoder_Abs.st,35,FB_Encoder_Abs,254,CODE/A_COMMUN/FB_Brake.st:85 ; CODE/A_COMMUN/FB_Brake.st:131 ; CODE/B_AU_SECURITE/FB_Safety_EmergencyManagement.st:502 ; CODE/D_JOYSTICK/FB_Joystick.st:148 ; CODE/E_CODEURS/FB_Encoder.st:110 ; CODE/E_CODEURS/FB_Encoder.st:235,,,CODE/M_MAIN/PRG_07_Supervision.st:583 ; CODE/M_MAIN/PRG_07_Supervision.st:588 ; CODE/M_MAIN/PRG_07_Supervision.st:627 ; CODE/M_MAIN/PRG_07_Supervision.st:628,oui,non,non,"brique ST_Fault : porteuse d'un bitfield, voir lignes de causes"
PresetTimeoutError,T1(brief),BOOL_INTERNE,BOOL,VAR,CODE/E_CODEURS/FB_Encoder_Abs.st,61,FB_Encoder_Abs,4,CODE/E_CODEURS/FB_Encoder_Abs.st:81 ; CODE/E_CODEURS/FB_Encoder_Abs.st:153,CODE/E_CODEURS/FB_Encoder_Abs.st:153,,,non,non,non,ecrit TRUE en CODE/E_CODEURS/FB_Encoder_Abs.st:153
instFault,T1(brief),AUTRE,FB_FaultCore,VAR,CODE/E_CODEURS/FB_Encoder_Abs.st,64,FB_Encoder_Abs,63,,,,,non,non,non,seulement lu (CODE/A_COMMUN/FB_Brake.st:49)
PresetTimeoutError,T1(brief),AUTRE,= FALSE,?,CODE/E_CODEURS/FB_Encoder_Abs.st,81,FB_Encoder_Abs,4,CODE/E_CODEURS/FB_Encoder_Abs.st:81 ; CODE/E_CODEURS/FB_Encoder_Abs.st:153,CODE/E_CODEURS/FB_Encoder_Abs.st:153,,,non,non,non,ecrit TRUE en CODE/E_CODEURS/FB_Encoder_Abs.st:153
Fault,T1(brief),AUTRE,= instFault.Fault,?,CODE/E_CODEURS/FB_Encoder_Abs.st,89,FB_Encoder_Abs,254,CODE/A_COMMUN/FB_Brake.st:85 ; CODE/A_COMMUN/FB_Brake.st:131 ; CODE/B_AU_SECURITE/FB_Safety_EmergencyManagement.st:502 ; CODE/D_JOYSTICK/FB_Joystick.st:148 ; CODE/E_CODEURS/FB_Encoder.st:110 ; CODE/E_CODEURS/FB_Encoder.st:235,,,CODE/M_MAIN/PRG_07_Supervision.st:583 ; CODE/M_MAIN/PRG_07_Supervision.st:588 ; CODE/M_MAIN/PRG_07_Supervision.st:627 ; CODE/M_MAIN/PRG_07_Supervision.st:628,oui,non,non,ecrit (jamais TRUE litteral) en CODE/A_COMMUN/FB_Brake.st:85
PresetTimeoutError,T1(brief),AUTRE,= TRUE,?,CODE/E_CODEURS/FB_Encoder_Abs.st,153,FB_Encoder_Abs,4,CODE/E_CODEURS/FB_Encoder_Abs.st:81 ; CODE/E_CODEURS/FB_Encoder_Abs.st:153,CODE/E_CODEURS/FB_Encoder_Abs.st:153,,,non,non,non,ecrit TRUE en CODE/E_CODEURS/FB_Encoder_Abs.st:153
Fault,T1(brief),BRIQUE_ST_FAULT,ST_Fault,VAR_OUTPUT,CODE/E_CODEURS/FB_Encoder_Homing.st,49,FB_Encoder_Homing,254,CODE/A_COMMUN/FB_Brake.st:85 ; CODE/A_COMMUN/FB_Brake.st:131 ; CODE/B_AU_SECURITE/FB_Safety_EmergencyManagement.st:502 ; CODE/D_JOYSTICK/FB_Joystick.st:148 ; CODE/E_CODEURS/FB_Encoder.st:110 ; CODE/E_CODEURS/FB_Encoder.st:235,,,CODE/M_MAIN/PRG_07_Supervision.st:583 ; CODE/M_MAIN/PRG_07_Supervision.st:588 ; CODE/M_MAIN/PRG_07_Supervision.st:627 ; CODE/M_MAIN/PRG_07_Supervision.st:628,oui,non,non,"brique ST_Fault : porteuse d'un bitfield, voir lignes de causes"
HomingModeError,T1(brief),BOOL_INTERNE,BOOL,VAR,CODE/E_CODEURS/FB_Encoder_Homing.st,86,FB_Encoder_Homing,4,CODE/E_CODEURS/FB_Encoder_Homing.st:124 ; CODE/E_CODEURS/FB_Encoder_Homing.st:203,CODE/E_CODEURS/FB_Encoder_Homing.st:203,,,non,non,non,ecrit TRUE en CODE/E_CODEURS/FB_Encoder_Homing.st:203
TargetOutOfRangeError,T1(brief),BOOL_INTERNE,BOOL,VAR,CODE/E_CODEURS/FB_Encoder_Homing.st,87,FB_Encoder_Homing,4,CODE/E_CODEURS/FB_Encoder_Homing.st:125 ; CODE/E_CODEURS/FB_Encoder_Homing.st:227,CODE/E_CODEURS/FB_Encoder_Homing.st:227,,,non,non,non,ecrit TRUE en CODE/E_CODEURS/FB_Encoder_Homing.st:227
PresetFailError,T1(brief),BOOL_INTERNE,BOOL,VAR,CODE/E_CODEURS/FB_Encoder_Homing.st,88,FB_Encoder_Homing,5,CODE/E_CODEURS/FB_Encoder_Homing.st:126 ; CODE/E_CODEURS/FB_Encoder_Homing.st:269 ; CODE/E_CODEURS/FB_Encoder_Homing.st:274,CODE/E_CODEURS/FB_Encoder_Homing.st:274,,,non,non,non,ecrit TRUE en CODE/E_CODEURS/FB_Encoder_Homing.st:274
BootIncoherentError,T1(brief),BOOL_INTERNE,BOOL,VAR,CODE/E_CODEURS/FB_Encoder_Homing.st,89,FB_Encoder_Homing,4,CODE/E_CODEURS/FB_Encoder_Homing.st:132 ; CODE/E_CODEURS/FB_Encoder_Homing.st:186,CODE/E_CODEURS/FB_Encoder_Homing.st:186,,,non,non,non,ecrit TRUE en CODE/E_CODEURS/FB_Encoder_Homing.st:186
instFault,T1(brief),AUTRE,FB_FaultCore,VAR,CODE/E_CODEURS/FB_Encoder_Homing.st,103,FB_Encoder_Homing,63,,,,,non,non,non,seulement lu (CODE/A_COMMUN/FB_Brake.st:49)
HomingModeError,T1(brief),AUTRE,= FALSE,?,CODE/E_CODEURS/FB_Encoder_Homing.st,124,FB_Encoder_Homing,4,CODE/E_CODEURS/FB_Encoder_Homing.st:124 ; CODE/E_CODEURS/FB_Encoder_Homing.st:203,CODE/E_CODEURS/FB_Encoder_Homing.st:203,,,non,non,non,ecrit TRUE en CODE/E_CODEURS/FB_Encoder_Homing.st:203
TargetOutOfRangeError,T1(brief),AUTRE,= FALSE,?,CODE/E_CODEURS/FB_Encoder_Homing.st,125,FB_Encoder_Homing,4,CODE/E_CODEURS/FB_Encoder_Homing.st:125 ; CODE/E_CODEURS/FB_Encoder_Homing.st:227,CODE/E_CODEURS/FB_Encoder_Homing.st:227,,,non,non,non,ecrit TRUE en CODE/E_CODEURS/FB_Encoder_Homing.st:227
PresetFailError,T1(brief),AUTRE,= FALSE,?,CODE/E_CODEURS/FB_Encoder_Homing.st,126,FB_Encoder_Homing,5,CODE/E_CODEURS/FB_Encoder_Homing.st:126 ; CODE/E_CODEURS/FB_Encoder_Homing.st:269 ; CODE/E_CODEURS/FB_Encoder_Homing.st:274,CODE/E_CODEURS/FB_Encoder_Homing.st:274,,,non,non,non,ecrit TRUE en CODE/E_CODEURS/FB_Encoder_Homing.st:274
BootIncoherentError,T1(brief),AUTRE,= FALSE,?,CODE/E_CODEURS/FB_Encoder_Homing.st,132,FB_Encoder_Homing,4,CODE/E_CODEURS/FB_Encoder_Homing.st:132 ; CODE/E_CODEURS/FB_Encoder_Homing.st:186,CODE/E_CODEURS/FB_Encoder_Homing.st:186,,,non,non,non,ecrit TRUE en CODE/E_CODEURS/FB_Encoder_Homing.st:186
Fault,T1(brief),AUTRE,= instFault.Fault,?,CODE/E_CODEURS/FB_Encoder_Homing.st,154,FB_Encoder_Homing,254,CODE/A_COMMUN/FB_Brake.st:85 ; CODE/A_COMMUN/FB_Brake.st:131 ; CODE/B_AU_SECURITE/FB_Safety_EmergencyManagement.st:502 ; CODE/D_JOYSTICK/FB_Joystick.st:148 ; CODE/E_CODEURS/FB_Encoder.st:110 ; CODE/E_CODEURS/FB_Encoder.st:235,,,CODE/M_MAIN/PRG_07_Supervision.st:583 ; CODE/M_MAIN/PRG_07_Supervision.st:588 ; CODE/M_MAIN/PRG_07_Supervision.st:627 ; CODE/M_MAIN/PRG_07_Supervision.st:628,oui,non,non,ecrit (jamais TRUE litteral) en CODE/A_COMMUN/FB_Brake.st:85
BootIncoherentError,T1(brief),AUTRE,= TRUE,?,CODE/E_CODEURS/FB_Encoder_Homing.st,186,FB_Encoder_Homing,4,CODE/E_CODEURS/FB_Encoder_Homing.st:132 ; CODE/E_CODEURS/FB_Encoder_Homing.st:186,CODE/E_CODEURS/FB_Encoder_Homing.st:186,,,non,non,non,ecrit TRUE en CODE/E_CODEURS/FB_Encoder_Homing.st:186
HomingModeError,T1(brief),AUTRE,= TRUE,?,CODE/E_CODEURS/FB_Encoder_Homing.st,203,FB_Encoder_Homing,4,CODE/E_CODEURS/FB_Encoder_Homing.st:124 ; CODE/E_CODEURS/FB_Encoder_Homing.st:203,CODE/E_CODEURS/FB_Encoder_Homing.st:203,,,non,non,non,ecrit TRUE en CODE/E_CODEURS/FB_Encoder_Homing.st:203
TargetOutOfRangeError,T1(brief),AUTRE,= TRUE,?,CODE/E_CODEURS/FB_Encoder_Homing.st,227,FB_Encoder_Homing,4,CODE/E_CODEURS/FB_Encoder_Homing.st:125 ; CODE/E_CODEURS/FB_Encoder_Homing.st:227,CODE/E_CODEURS/FB_Encoder_Homing.st:227,,,non,non,non,ecrit TRUE en CODE/E_CODEURS/FB_Encoder_Homing.st:227
PresetFailError,T1(brief),AUTRE,= FALSE,?,CODE/E_CODEURS/FB_Encoder_Homing.st,269,FB_Encoder_Homing,5,CODE/E_CODEURS/FB_Encoder_Homing.st:126 ; CODE/E_CODEURS/FB_Encoder_Homing.st:269 ; CODE/E_CODEURS/FB_Encoder_Homing.st:274,CODE/E_CODEURS/FB_Encoder_Homing.st:274,,,non,non,non,ecrit TRUE en CODE/E_CODEURS/FB_Encoder_Homing.st:274
PresetFailError,T1(brief),AUTRE,= TRUE,?,CODE/E_CODEURS/FB_Encoder_Homing.st,274,FB_Encoder_Homing,5,CODE/E_CODEURS/FB_Encoder_Homing.st:126 ; CODE/E_CODEURS/FB_Encoder_Homing.st:269 ; CODE/E_CODEURS/FB_Encoder_Homing.st:274,CODE/E_CODEURS/FB_Encoder_Homing.st:274,,,non,non,non,ecrit TRUE en CODE/E_CODEURS/FB_Encoder_Homing.st:274
Fault,T1(brief),BRIQUE_ST_FAULT,ST_Fault,VAR_OUTPUT,CODE/E_CODEURS/FB_Encoder_Safety.st,31,FB_Encoder_Safety,254,CODE/A_COMMUN/FB_Brake.st:85 ; CODE/A_COMMUN/FB_Brake.st:131 ; CODE/B_AU_SECURITE/FB_Safety_EmergencyManagement.st:502 ; CODE/D_JOYSTICK/FB_Joystick.st:148 ; CODE/E_CODEURS/FB_Encoder.st:110 ; CODE/E_CODEURS/FB_Encoder.st:235,,,CODE/M_MAIN/PRG_07_Supervision.st:583 ; CODE/M_MAIN/PRG_07_Supervision.st:588 ; CODE/M_MAIN/PRG_07_Supervision.st:627 ; CODE/M_MAIN/PRG_07_Supervision.st:628,oui,non,non,"brique ST_Fault : porteuse d'un bitfield, voir lignes de causes"
instFault,T1(brief),AUTRE,FB_FaultCore,VAR,CODE/E_CODEURS/FB_Encoder_Safety.st,42,FB_Encoder_Safety,63,,,,,non,non,non,seulement lu (CODE/A_COMMUN/FB_Brake.st:49)
Fault,T1(brief),AUTRE,= instFault.Fault,?,CODE/E_CODEURS/FB_Encoder_Safety.st,63,FB_Encoder_Safety,254,CODE/A_COMMUN/FB_Brake.st:85 ; CODE/A_COMMUN/FB_Brake.st:131 ; CODE/B_AU_SECURITE/FB_Safety_EmergencyManagement.st:502 ; CODE/D_JOYSTICK/FB_Joystick.st:148 ; CODE/E_CODEURS/FB_Encoder.st:110 ; CODE/E_CODEURS/FB_Encoder.st:235,,,CODE/M_MAIN/PRG_07_Supervision.st:583 ; CODE/M_MAIN/PRG_07_Supervision.st:588 ; CODE/M_MAIN/PRG_07_Supervision.st:627 ; CODE/M_MAIN/PRG_07_Supervision.st:628,oui,non,non,ecrit (jamais TRUE litteral) en CODE/A_COMMUN/FB_Brake.st:85
EncoderFault,T1(brief),SORTIE_BOOL_PRODUCTEUR,BOOL,VAR_OUTPUT,CODE/E_CODEURS/FB_EncoderReliability.st,24,FB_EncoderReliability,16,CODE/E_CODEURS/FB_Encoder.st:94 ; CODE/E_CODEURS/FB_Encoder.st:215 ; CODE/E_CODEURS/FB_EncoderReliability.st:30 ; CODE/M_MAIN/PRG_02_Acquisition.st:639 ; CODE/M_MAIN/PRG_02_Acquisition.st:694,CODE/E_CODEURS/FB_Encoder.st:94,,,non,non,non,ecrit TRUE en CODE/E_CODEURS/FB_Encoder.st:94
EncoderFaultPresent,T1(brief),ENTREE_BOOL_CONSOMMATEUR,BOOL,VAR_INPUT,CODE/F_MODES/FB_Modes.st,46,FB_Modes,8,CODE/M_MAIN/PRG_03_Modes_Cycle.st:95 ; CODE/M_MAIN/PRG_03_Modes_Cycle.st:194,,,,non,non,non,ecrit (jamais TRUE litteral) en CODE/M_MAIN/PRG_03_Modes_Cycle.st:95
Fault,T1(brief),BRIQUE_ST_FAULT,ST_Fault,VAR_OUTPUT,CODE/F_MODES/FB_Modes.st,78,FB_Modes,254,CODE/A_COMMUN/FB_Brake.st:85 ; CODE/A_COMMUN/FB_Brake.st:131 ; CODE/B_AU_SECURITE/FB_Safety_EmergencyManagement.st:502 ; CODE/D_JOYSTICK/FB_Joystick.st:148 ; CODE/E_CODEURS/FB_Encoder.st:110 ; CODE/E_CODEURS/FB_Encoder.st:235,,,CODE/M_MAIN/PRG_07_Supervision.st:583 ; CODE/M_MAIN/PRG_07_Supervision.st:588 ; CODE/M_MAIN/PRG_07_Supervision.st:627 ; CODE/M_MAIN/PRG_07_Supervision.st:628,oui,non,non,"brique ST_Fault : porteuse d'un bitfield, voir lignes de causes"
instFault,T1(brief),AUTRE,FB_FaultCore,VAR,CODE/F_MODES/FB_Modes.st,87,FB_Modes,63,,,,,non,non,non,seulement lu (CODE/A_COMMUN/FB_Brake.st:49)
SemiAutoCycleNotReadyFault,T1(brief),BOOL_INTERNE,BOOL,VAR,CODE/F_MODES/FB_Modes.st,100,FB_Modes,3,CODE/F_MODES/FB_Modes.st:159,,,,non,non,non,ecrit (jamais TRUE litteral) en CODE/F_MODES/FB_Modes.st:159
Fault,T1(brief),AUTRE,= instFault.Fault,?,CODE/F_MODES/FB_Modes.st,185,FB_Modes,254,CODE/A_COMMUN/FB_Brake.st:85 ; CODE/A_COMMUN/FB_Brake.st:131 ; CODE/B_AU_SECURITE/FB_Safety_EmergencyManagement.st:502 ; CODE/D_JOYSTICK/FB_Joystick.st:148 ; CODE/E_CODEURS/FB_Encoder.st:110 ; CODE/E_CODEURS/FB_Encoder.st:235,,,CODE/M_MAIN/PRG_07_Supervision.st:583 ; CODE/M_MAIN/PRG_07_Supervision.st:588 ; CODE/M_MAIN/PRG_07_Supervision.st:627 ; CODE/M_MAIN/PRG_07_Supervision.st:628,oui,non,non,ecrit (jamais TRUE litteral) en CODE/A_COMMUN/FB_Brake.st:85
ModeChangeBlockReason,T2(elargi),AUTRE,= 'Chgt mode refuse : contacteur M1',?,CODE/F_MODES/FB_Modes.st,272,FB_Modes,23,CODE/F_MODES/FB_Modes.st:207 ; CODE/F_MODES/FB_Modes.st:258 ; CODE/F_MODES/FB_Modes.st:260 ; CODE/F_MODES/FB_Modes.st:272 ; CODE/F_MODES/FB_Modes.st:274 ; CODE/F_MODES/FB_Modes.st:276,,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:38 ; CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:368 ; CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:370,CODE/M_MAIN/PRG_07_Supervision.st:600 ; CODE/M_MAIN/PRG_07_Supervision.st:600 ; CODE/M_MAIN/PRG_07_Supervision.st:742 ; CODE/M_MAIN/PRG_07_Supervision.st:742,non,non,non,ecrit (jamais TRUE litteral) en CODE/F_MODES/FB_Modes.st:207
ModeChangeBlockReason,T2(elargi),AUTRE,= 'Chgt mode refuse : frein M1',?,CODE/F_MODES/FB_Modes.st,274,FB_Modes,23,CODE/F_MODES/FB_Modes.st:207 ; CODE/F_MODES/FB_Modes.st:258 ; CODE/F_MODES/FB_Modes.st:260 ; CODE/F_MODES/FB_Modes.st:272 ; CODE/F_MODES/FB_Modes.st:274 ; CODE/F_MODES/FB_Modes.st:276,,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:38 ; CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:368 ; CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:370,CODE/M_MAIN/PRG_07_Supervision.st:600 ; CODE/M_MAIN/PRG_07_Supervision.st:600 ; CODE/M_MAIN/PRG_07_Supervision.st:742 ; CODE/M_MAIN/PRG_07_Supervision.st:742,non,non,non,ecrit (jamais TRUE litteral) en CODE/F_MODES/FB_Modes.st:207
ModeChangeBlockReason,T2(elargi),AUTRE,= 'Chgt mode refuse : M1 en mvt',?,CODE/F_MODES/FB_Modes.st,276,FB_Modes,23,CODE/F_MODES/FB_Modes.st:207 ; CODE/F_MODES/FB_Modes.st:258 ; CODE/F_MODES/FB_Modes.st:260 ; CODE/F_MODES/FB_Modes.st:272 ; CODE/F_MODES/FB_Modes.st:274 ; CODE/F_MODES/FB_Modes.st:276,,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:38 ; CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:368 ; CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:370,CODE/M_MAIN/PRG_07_Supervision.st:600 ; CODE/M_MAIN/PRG_07_Supervision.st:600 ; CODE/M_MAIN/PRG_07_Supervision.st:742 ; CODE/M_MAIN/PRG_07_Supervision.st:742,non,non,non,ecrit (jamais TRUE litteral) en CODE/F_MODES/FB_Modes.st:207
ModeChangeBlockReason,T2(elargi),AUTRE,= 'Chgt mode refuse : contacteur M2',?,CODE/F_MODES/FB_Modes.st,278,FB_Modes,23,CODE/F_MODES/FB_Modes.st:207 ; CODE/F_MODES/FB_Modes.st:258 ; CODE/F_MODES/FB_Modes.st:260 ; CODE/F_MODES/FB_Modes.st:272 ; CODE/F_MODES/FB_Modes.st:274 ; CODE/F_MODES/FB_Modes.st:276,,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:38 ; CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:368 ; CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:370,CODE/M_MAIN/PRG_07_Supervision.st:600 ; CODE/M_MAIN/PRG_07_Supervision.st:600 ; CODE/M_MAIN/PRG_07_Supervision.st:742 ; CODE/M_MAIN/PRG_07_Supervision.st:742,non,non,non,ecrit (jamais TRUE litteral) en CODE/F_MODES/FB_Modes.st:207
ModeChangeBlockReason,T2(elargi),AUTRE,= 'Chgt mode refuse : frein M2',?,CODE/F_MODES/FB_Modes.st,280,FB_Modes,23,CODE/F_MODES/FB_Modes.st:207 ; CODE/F_MODES/FB_Modes.st:258 ; CODE/F_MODES/FB_Modes.st:260 ; CODE/F_MODES/FB_Modes.st:272 ; CODE/F_MODES/FB_Modes.st:274 ; CODE/F_MODES/FB_Modes.st:276,,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:38 ; CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:368 ; CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:370,CODE/M_MAIN/PRG_07_Supervision.st:600 ; CODE/M_MAIN/PRG_07_Supervision.st:600 ; CODE/M_MAIN/PRG_07_Supervision.st:742 ; CODE/M_MAIN/PRG_07_Supervision.st:742,non,non,non,ecrit (jamais TRUE litteral) en CODE/F_MODES/FB_Modes.st:207
ModeChangeBlockReason,T2(elargi),AUTRE,= 'Chgt mode refuse : M2 en mvt',?,CODE/F_MODES/FB_Modes.st,282,FB_Modes,23,CODE/F_MODES/FB_Modes.st:207 ; CODE/F_MODES/FB_Modes.st:258 ; CODE/F_MODES/FB_Modes.st:260 ; CODE/F_MODES/FB_Modes.st:272 ; CODE/F_MODES/FB_Modes.st:274 ; CODE/F_MODES/FB_Modes.st:276,,CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:38 ; CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:368 ; CODE/J_SUPERVISION/FB_Hmi_BannerFormatter.st:370,CODE/M_MAIN/PRG_07_Supervision.st:600 ; CODE/M_MAIN/PRG_07_Supervision.st:600 ; CODE/M_MAIN/PRG_07_Supervision.st:742 ; CODE/M_MAIN/PRG_07_Supervision.st:742,non,non,non,ecrit (jamais TRUE litteral) en CODE/F_MODES/FB_Modes.st:207
