Timestamp_ms;M3Translation.State.AtTremie;M3Translation.State.AtP2;M3Translation.State.AtPV;M3Translation.State.AtP1;M3Translation.State.AtMaintenance;IoHw.In.Hardware.Translation.M3_PosTremie_DI;IoHw.In.Hardware.Translation.M3_PosPV_DI;IoHw.In.Hardware.Translation.M3_PosPVP2_DI;IoHw.In.Hardware.Translation.M3_PosP1_DI;M3_BrakeIsOpen_DI;PRG_02_Acquisition.HwIn.Translation.M3_ActualFrequencyHz;M3_StatusWord;M3_SetpointFrequencyHz;M3_CommandWord;M3_ThermalOK_DI;M3Translation.Safety.Error;M3Translation.Safety.ErrorId;M3Translation.State.Error;M3Translation.State.ErrorId;M3Translation.State.EstimatedPosM3_M;JOY1Joystick.State.AxisCmdX.Deflection;JOY1Joystick.State.AxisCmdY.Deflection
748;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.02250862121582;0;0
758;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.02250862121582;0;0
769;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.02250862121582;0;0
779;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.02250862121582;0;0
791;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.02250862121582;0;0
800;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.02250862121582;0;0
811;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.02250862121582;0;0
821;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.02250862121582;0;0
833;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.02250862121582;0;0
844;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.02250862121582;0;0
854;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.02250862121582;0;0
865;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.02250862121582;0;0
876;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.02250862121582;0;0
887;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.02250862121582;0;0
897;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.02250862121582;0;0
909;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.02250862121582;0;0
919;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.02250862121582;0;0
931;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.02250862121582;0;0
942;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.02250862121582;0;0
953;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.02250862121582;0;0
964;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.02250862121582;0;0
975;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.02250862121582;0;0
986;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.02250862121582;0;0
997;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.02250862121582;0;0
1007;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.02250862121582;0;0
1018;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.02250862121582;0;0
1029;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.02250862121582;0;0
1041;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.02250862121582;0;0
1051;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.02250862121582;0;0
1062;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.02250862121582;0;0
1072;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.02250862121582;0;0
1084;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.02250862121582;0;0
1095;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.02250862121582;0;0
